,Datetime,Temperature,Humidity,Speed_wind,GeneralDiffuseFlows,DiffuseFlows,Area_1,Area_2,Area_3
3465,1/30/2017 2:10,15.84,62.32,4.916,0.059,0.1,23374.17722,13776.29179,14984.09639
3466,1/30/2017 2:20,15.74,63.15,4.918,0.07,0.119,22967.08861,13572.03647,14851.08434
3467,1/30/2017 2:30,15.56,64.45,4.916,0.07,0.115,22572.1519,13455.31915,14908.91566
3468,1/30/2017 2:40,15.44,64.89,4.918,0.033,0.093,22590.37975,13324.01216,14764.33735
3469,1/30/2017 3:00,15.38,65.62,4.916,0.04,0.085,22365.56962,13254.71125,14613.9759
3470,1/30/2017 3:10,15.69,64.29,4.916,0.073,0.111,22286.58228,13163.52584,14579.27711
3471,1/30/2017 3:30,15.9,64.12,4.918,0.051,0.108,22055.6962,13137.99392,14457.83133
3472,1/30/2017 3:40,16.02,63.45,4.918,0.091,0.085,21994.93671,13043.16109,14371.08434
3473,1/30/2017 4:00,16.07,64.62,4.92,0.084,0.108,22019.24051,13057.75076,14376.86747
3474,1/30/2017 4:10,15.96,64.89,4.917,0.062,0.093,21934.17722,12802.43161,14457.83133
3475,1/30/2017 4:20,16.06,64.55,4.92,0.106,0.096,21843.03797,12853.49544,14353.73494
3476,1/30/2017 4:30,16.28,64.99,4.917,0.051,0.108,21994.93671,12926.44377,14290.12048
3477,1/30/2017 4:40,15.95,66.12,4.915,0.055,0.148,22031.39241,12937.38602,14284.33735
3478,1/30/2017 4:50,16.5,64.92,4.916,0.04,0.156,22086.07595,12970.21277,14452.04819
3479,1/30/2017 5:00,16.53,62.75,4.92,0.051,0.185,22244.05063,13043.16109,14434.6988
3480,1/30/2017 5:20,16.96,60.88,4.918,0.055,0.115,22152.91139,13415.19757,14388.43373
3481,1/30/2017 5:30,16.93,60.98,4.916,0.066,0.1,22207.59494,13491.79331,14486.74699
3482,1/30/2017 5:40,16.69,62.52,4.916,0.062,0.122,22505.31646,13732.5228,14781.68675
3483,1/30/2017 5:50,16.54,63.18,4.916,0.084,0.122,23611.13924,14454.71125,15244.33735
3484,1/30/2017 6:10,16.36,65.22,4.916,0.07,0.126,24109.36709,14407.29483,14874.21687
3485,1/30/2017 6:20,16.15,66.46,4.917,0.048,0.137,24060.75949,14348.93617,14781.68675
3486,1/30/2017 6:40,15.87,69.69,4.917,0.073,0.145,23477.46835,14089.9696,14411.56627
3487,1/30/2017 6:50,15.77,69.76,4.914,0.055,0.115,22869.87342,13484.49848,13937.3494
3488,1/30/2017 7:00,16.02,67.62,4.922,0.04,0.171,21776.20253,13174.46809,12965.78313
3489,1/30/2017 7:10,15.92,67.86,4.917,0.055,0.115,20755.44304,13035.86626,12005.78313
3490,1/30/2017 7:20,15.99,67.66,4.915,0.077,0.1,20889.11392,12951.97568,11074.6988
3491,1/30/2017 7:30,15.94,67.59,4.914,0.07,0.134,21059.24051,13123.40426,10640.96386
3492,1/30/2017 7:50,15.74,69.23,4.915,0.084,0.1,21435.94937,13418.84498,10467.46988
3493,1/30/2017 8:00,15.78,69.29,4.916,0.117,0.174,21636.4557,13845.59271,10773.9759
3494,1/30/2017 8:10,15.78,70.6,4.916,0.479,0.56,23167.59494,14177.5076,10802.89157
3495,1/30/2017 8:20,15.64,72.1,4.914,2.093,1.999,24006.07595,14710.0304,10785.54217
3496,1/30/2017 8:40,15.58,76.7,4.915,16.68,16.2,25701.26582,15486.93009,11427.46988
3497,1/30/2017 9:00,15.68,74.9,4.914,47.95,47.69,26527.59494,16340.42553,12040.48193
3498,1/30/2017 9:10,15.76,72.8,4.913,61.82,61.96,27031.89873,16675.98784,12717.10843
3499,1/30/2017 9:20,15.79,72.6,4.91,43.39,42.65,27384.3038,17248.63222,13058.31325
3500,1/30/2017 9:40,15.81,73.1,4.916,59.95,58.81,28866.83544,17660.79027,13740.72289
3501,1/30/2017 9:50,15.98,72.2,4.918,84.0,82.7,29832.91139,18138.60182,13885.3012
3502,1/30/2017 10:00,16.08,71.2,4.914,80.8,77.0,30416.20253,18408.51064,14226.50602
3503,1/30/2017 10:10,16.17,70.1,4.913,118.0,111.4,31078.48101,18499.69605,14723.85542
3504,1/30/2017 10:20,16.37,69.13,4.917,174.7,164.6,31637.46835,19072.34043,14764.33735
3505,1/30/2017 10:30,16.55,67.76,4.915,221.0,208.5,32141.77215,19280.24316,15041.92771
3506,1/30/2017 10:40,16.71,66.76,4.915,200.8,186.6,32876.96203,19524.62006,15174.93976
3507,1/30/2017 10:50,16.79,65.79,4.919,153.4,137.2,33363.03797,19845.59271,15174.93976
3508,1/30/2017 11:00,16.71,66.39,4.914,180.1,165.7,33666.83544,19922.18845,15724.33735
3509,1/30/2017 11:30,16.8,64.59,4.914,105.3,103.4,34730.12658,20458.35866,16100.24096
3510,1/30/2017 11:50,17.1,64.99,4.914,343.0,319.9,34967.08861,20841.33739,16383.61446
3511,1/30/2017 12:10,17.46,63.95,4.915,419.2,361.6,35197.97468,20793.92097,16690.12048
3512,1/30/2017 12:20,17.16,64.65,4.915,351.3,315.9,35289.11392,20866.8693,16776.86747
3513,1/30/2017 12:30,17.45,65.02,4.918,594.4,467.2,35307.34177,20947.11246,17013.9759
3514,1/30/2017 12:50,17.84,63.82,4.916,658.0,458.4,34875.94937,21147.72036,17193.25301
3515,1/30/2017 13:00,17.73,64.12,4.909,427.4,292.2,35118.98734,21001.82371,17100.72289
3516,1/30/2017 13:10,17.59,64.69,4.915,177.0,149.3,35125.06329,20786.62614,17193.25301
3517,1/30/2017 13:30,17.8,65.35,4.92,222.8,192.3,35210.12658,20600.6079,17638.55422
3518,1/30/2017 13:40,18.16,64.75,4.917,185.0,173.3,35131.13924,20432.82675,17499.75904
3519,1/30/2017 13:50,18.25,63.15,4.916,262.2,242.2,34578.22785,20549.54407,17453.49398
3520,1/30/2017 14:00,18.34,63.08,4.914,293.2,272.8,34547.8481,20454.71125,17389.87952
3521,1/30/2017 14:10,18.31,62.45,4.914,234.4,231.5,34736.20253,20658.96657,17314.6988
3522,1/30/2017 14:20,18.31,62.55,4.916,206.2,199.1,34845.56962,20545.89666,17170.12048
3523,1/30/2017 14:30,18.28,62.65,4.915,149.0,149.1,34839.49367,20593.31307,16776.86747
3524,1/30/2017 15:00,18.18,65.32,4.916,130.9,131.5,34231.89873,20516.71733,16591.80723
3525,1/30/2017 15:10,18.16,65.35,4.915,120.7,120.7,34189.36709,20713.67781,16649.63855
3526,1/30/2017 15:20,18.16,66.29,4.916,103.4,103.8,33903.79747,20545.89666,16325.78313
3527,1/30/2017 15:40,16.73,77.2,4.914,64.88,64.15,33636.4557,20429.17933,16192.77108
3528,1/30/2017 15:50,16.63,77.3,4.918,60.9,61.23,33563.5443,20272.34043,16320.0
3529,1/30/2017 16:20,17.24,71.3,4.916,65.39,66.71,33192.91139,19779.93921,16048.19277
3530,1/30/2017 16:30,17.2,74.6,4.914,70.6,72.1,33211.13924,19375.07599,16106.0241
3531,1/30/2017 16:40,16.7,77.8,4.91,59.89,61.1,33034.93671,19294.83283,16198.55422
3532,1/30/2017 17:00,16.8,74.7,4.916,70.6,72.4,32992.40506,19634.04255,16487.71084
3533,1/30/2017 17:10,16.75,75.8,4.915,63.08,63.98,33417.72152,20038.90578,16956.14458
3534,1/30/2017 17:30,16.89,73.6,4.913,57.1,58.48,34693.67089,20487.53799,18760.48193
3535,1/30/2017 17:40,16.79,74.2,4.91,45.26,45.9,35714.43038,21293.61702,20784.57831
3536,1/30/2017 17:50,16.98,74.0,4.913,37.35,37.82,38205.56962,22975.07599,22831.80723
3537,1/30/2017 18:00,17.3,69.59,4.914,23.79,23.99,40684.55696,24674.77204,23976.86747
3538,1/30/2017 18:10,17.18,69.76,4.915,11.38,11.5,42756.4557,25572.03647,24838.55422
3539,1/30/2017 18:20,16.69,78.0,4.912,5.002,5.006,43485.56962,25889.3617,25243.37349
3540,1/30/2017 18:30,16.31,78.3,4.915,2.686,2.833,43673.92405,25896.65653,25283.85542
3541,1/30/2017 18:40,16.57,75.9,4.915,0.823,0.857,43704.3038,25794.52888,25306.98795
3542,1/30/2017 18:50,16.56,75.8,4.912,0.977,1.046,43443.03797,25838.29787,25353.25301
3543,1/30/2017 19:00,16.62,74.6,4.912,0.179,0.2,43236.4557,25484.49848,25607.71084
3544,1/30/2017 19:10,16.63,74.2,4.915,0.048,0.13,43218.22785,25652.27964,25630.84337
3545,1/30/2017 19:20,16.31,76.8,4.912,0.029,0.137,43388.35443,25619.45289,25723.37349
3546,1/30/2017 19:40,16.31,77.2,4.913,0.048,0.152,42938.73418,25696.04863,25596.14458
3547,1/30/2017 19:50,16.07,78.6,4.914,0.037,0.189,42701.77215,25604.86322,25561.44578
3548,1/30/2017 20:00,16.1,78.7,4.91,0.04,0.159,42574.17722,25630.39514,25538.31325
3549,1/30/2017 20:10,16.34,76.1,4.913,0.022,0.163,42774.68354,25812.76596,25850.60241
3550,1/30/2017 20:20,16.51,75.6,4.915,0.044,0.122,43297.21519,25871.12462,25954.6988
3551,1/30/2017 20:30,16.53,74.8,4.913,0.026,0.163,43418.73418,25860.18237,26116.62651
3552,1/30/2017 20:40,16.21,78.6,4.915,0.029,0.152,43230.37975,25856.53495,26018.31325
3553,1/30/2017 20:50,15.93,79.6,4.911,0.037,0.13,43236.4557,25958.66261,25775.42169
3554,1/30/2017 21:00,16.14,78.9,4.909,0.022,0.13,42853.67089,25685.10638,25515.18072
3555,1/30/2017 21:40,16.87,72.4,4.916,0.037,0.156,41036.96203,25251.06383,24977.3494
3556,1/30/2017 21:50,16.94,71.5,4.917,0.044,0.108,40824.3038,24973.86018,24798.07229
3557,1/30/2017 22:00,16.75,74.6,4.911,0.033,0.126,40210.63291,24587.23404,24693.9759
3558,1/30/2017 22:10,16.44,77.2,4.913,0.026,0.185,39572.65823,24437.68997,24410.60241
3559,1/30/2017 22:20,16.39,77.6,4.915,0.04,0.137,39202.02532,24127.65957,24167.71084
3560,1/30/2017 22:30,16.86,73.8,4.912,0.026,0.122,38521.51899,23748.32827,23653.01205
3561,1/30/2017 22:40,17.05,70.9,4.915,0.033,0.126,37913.92405,23277.81155,23167.22892
3562,1/30/2017 22:50,17.09,70.8,4.914,0.033,0.152,37069.36709,22639.51368,22658.31325
3563,1/30/2017 23:00,17.07,70.9,4.909,0.018,0.163,35957.46835,22037.68997,22080.0
3564,1/30/2017 23:20,17.22,69.33,4.912,0.033,0.137,33897.72152,20779.33131,20715.18072
3565,1/30/2017 23:30,17.21,69.69,4.912,0.055,0.156,32889.11392,20184.80243,20212.04819
3566,1/30/2017 23:40,17.08,70.6,4.913,0.04,0.182,32263.29114,19889.3617,19870.84337
3567,1/30/2017 23:50,17.12,70.5,4.916,0.048,0.133,31376.20253,19203.64742,19396.62651
3568,1/31/2017 0:00,17.1,70.9,4.908,0.029,0.133,30270.37975,18579.93921,18644.81928
3569,1/31/2017 0:10,17.09,72.1,4.91,0.04,0.137,29638.48101,18237.08207,18361.44578
3570,1/31/2017 0:20,16.87,73.7,4.916,0.048,0.082,29109.87342,17719.14894,17979.75904
3571,1/31/2017 0:30,16.97,73.1,4.914,0.029,0.126,28368.60759,17277.81155,17465.06024
3572,1/31/2017 0:40,16.98,72.2,4.915,0.048,0.108,27360.0,16964.13374,17054.45783
3573,1/31/2017 0:50,16.99,72.5,4.916,0.051,0.104,26254.17722,16606.68693,16626.50602
3574,1/31/2017 1:10,16.86,73.3,4.914,0.022,0.093,25859.24051,15767.78116,16146.50602
3575,1/31/2017 1:20,16.96,73.2,4.915,0.037,0.133,25385.31646,15636.47416,15944.09639
3576,1/31/2017 1:30,16.66,75.9,4.916,0.022,0.133,25069.36709,15162.31003,15683.85542
3577,1/31/2017 1:50,16.87,74.4,4.913,0.033,0.126,24218.73418,14779.33131,15325.3012
3578,1/31/2017 2:00,16.93,72.4,4.909,0.033,0.122,24085.06329,14465.6535,15325.3012
3579,1/31/2017 2:10,16.89,73.8,4.914,0.033,0.152,23811.64557,14378.1155,15122.89157
3580,1/31/2017 2:20,16.69,74.3,4.916,0.033,0.119,23902.78481,14224.92401,14972.53012
3581,1/31/2017 2:50,16.73,73.5,4.912,0.022,0.119,23355.94937,13882.06687,14822.16867
3582,1/31/2017 3:00,16.7,73.8,4.913,0.062,0.074,22961.01266,13747.11246,14799.03614
3583,1/31/2017 3:10,16.47,76.6,4.913,0.04,0.111,22711.89873,13539.20973,14613.9759
3584,1/31/2017 3:20,16.37,76.9,4.916,0.066,0.093,22517.46835,13681.45897,14307.46988
3585,1/31/2017 3:30,16.27,78.0,4.916,0.062,0.1,22371.64557,13597.56839,14191.80723
3586,1/31/2017 3:40,16.15,78.9,4.916,0.055,0.126,22189.36709,13517.32523,14191.80723
3587,1/31/2017 3:50,16.23,78.6,4.916,0.018,0.122,22201.51899,13644.9848,14151.3253
3588,1/31/2017 4:00,16.26,78.4,4.914,0.077,0.093,22195.44304,13283.89058,14070.36145
3589,1/31/2017 4:10,16.09,79.8,4.916,0.055,0.093,21982.78481,13338.60182,14139.75904
3590,1/31/2017 4:20,16.14,79.4,4.914,0.033,0.108,22092.1519,13404.25532,14186.0241
3591,1/31/2017 4:50,16.07,77.6,4.914,0.048,0.156,22183.29114,13561.09422,14099.27711
3592,1/31/2017 5:00,16.25,76.8,4.911,0.018,0.074,22213.67089,13692.40122,14180.24096
3593,1/31/2017 5:20,16.19,76.9,4.913,0.073,0.111,22608.60759,13969.60486,14417.3494
3594,1/31/2017 5:30,16.08,76.9,4.914,0.048,0.108,22778.73418,14119.14894,14405.78313
3595,1/31/2017 5:40,16.22,76.3,4.912,0.037,0.119,22894.17722,14407.29483,14613.9759
3596,1/31/2017 5:50,16.09,76.3,4.914,0.048,0.074,24255.18987,14844.9848,15157.59036
3597,1/31/2017 6:00,15.93,77.6,4.916,0.04,0.167,24473.92405,15067.4772,15093.9759
3598,1/31/2017 6:10,16.2,76.7,4.911,0.055,0.104,24893.16456,15107.59878,14984.09639
3599,1/31/2017 6:20,16.25,72.9,4.911,0.033,0.1,25111.89873,14976.29179,14833.73494
3600,1/31/2017 6:30,16.17,72.6,4.911,0.018,0.122,24996.4557,15001.82371,14694.93976
3601,1/31/2017 6:40,16.26,72.6,4.912,0.037,0.108,24716.96203,14553.19149,14596.62651
3602,1/31/2017 6:50,16.2,73.1,4.912,0.033,0.111,23890.63291,13889.3617,14029.87952
3603,1/31/2017 7:10,15.99,76.5,4.914,0.026,0.156,22432.40506,13601.21581,12225.54217
3604,1/31/2017 7:20,15.46,80.2,4.917,0.077,0.096,22043.5443,13469.90881,11439.03614
3605,1/31/2017 7:30,14.89,82.8,4.922,0.091,0.096,22067.8481,13520.97264,11016.86747
3606,1/31/2017 7:40,14.53,82.6,4.923,0.081,0.111,22225.82278,13510.0304,10999.51807
3607,1/31/2017 7:50,14.54,80.8,4.924,0.077,0.126,22620.75949,13572.03647,10918.55422
3608,1/31/2017 8:00,14.78,79.8,4.922,0.242,0.252,23246.58228,14130.09119,11311.80723
3609,1/31/2017 8:10,14.8,76.1,4.918,1.058,1.15,23993.92405,14440.12158,11624.09639
3610,1/31/2017 8:20,14.74,73.1,4.916,4.713,4.639,24893.16456,14943.46505,11994.21687
3611,1/31/2017 8:30,14.67,71.4,4.917,15.03,15.14,25221.26582,15461.39818,11780.24096
3612,1/31/2017 8:40,14.73,71.6,4.911,39.94,39.89,25986.83544,15815.19757,11907.46988
3613,1/31/2017 8:50,15.07,67.62,4.912,50.73,49.19,26521.51899,16147.11246,12289.15663
3614,1/31/2017 9:00,15.39,60.78,4.917,120.1,120.4,27530.12658,16705.16717,12792.28916
3615,1/31/2017 9:10,15.61,58.21,4.917,212.5,214.8,28429.36709,17062.61398,13457.3494
3616,1/31/2017 9:20,15.87,57.68,4.92,235.1,234.9,28927.59494,17493.00912,13671.3253
3617,1/31/2017 9:40,15.43,64.15,4.917,371.0,375.3,29753.92405,18164.13374,14174.45783
3618,1/31/2017 9:50,15.18,66.36,4.916,330.5,327.8,30124.55696,18550.75988,14642.89157
3619,1/31/2017 10:00,14.99,69.46,4.914,214.0,206.9,30798.98734,18951.97568,14799.03614
3620,1/31/2017 10:10,15.03,69.53,4.912,120.9,115.0,31473.41772,19065.04559,15070.84337
3621,1/31/2017 10:20,15.19,70.1,4.908,126.4,120.5,32038.48101,19294.83283,15307.95181
3622,1/31/2017 10:30,15.38,69.16,4.91,71.9,70.6,32324.05063,19623.1003,15539.27711
3623,1/31/2017 10:50,15.38,69.19,4.914,71.9,69.99,33399.49367,19958.66261,15926.74699
3624,1/31/2017 11:00,15.41,67.99,4.913,128.5,126.7,33429.87342,20494.83283,16279.51807
3625,1/31/2017 11:10,15.63,66.29,4.915,148.1,146.0,33624.3038,20728.26748,16320.0
3626,1/31/2017 11:20,15.91,66.09,4.916,167.7,164.0,33867.34177,20447.41641,16267.95181
3627,1/31/2017 11:30,15.87,66.09,4.914,123.7,120.9,34705.82278,20739.20973,16620.72289
3628,1/31/2017 11:40,15.95,66.86,4.914,80.0,77.3,35058.22785,20877.81155,16840.48193
3629,1/31/2017 11:50,15.96,68.32,4.914,83.9,82.2,34857.72152,21020.06079,16707.46988
3630,1/31/2017 12:00,15.85,72.4,4.91,92.1,93.3,34724.05063,21151.36778,16782.6506
3631,1/31/2017 12:10,15.6,73.4,4.91,181.0,176.0,35137.21519,21023.70821,16909.87952
3632,1/31/2017 12:20,15.82,72.0,4.911,119.2,117.7,34869.87342,21330.09119,16886.74699
3633,1/31/2017 12:30,16.0,71.9,4.909,174.5,166.9,35070.37975,21304.55927,16979.27711
3634,1/31/2017 12:40,16.05,72.1,4.909,118.1,117.4,35112.91139,21330.09119,17204.81928
3635,1/31/2017 12:50,16.09,72.8,4.914,141.4,142.6,34863.79747,21497.87234,17274.21687
3636,1/31/2017 13:00,16.13,72.6,4.91,103.2,104.6,34675.44304,21479.63526,17123.85542
3637,1/31/2017 13:10,16.04,74.8,4.914,110.2,111.1,35179.74684,21279.02736,17216.38554
3638,1/31/2017 13:20,15.62,81.0,4.919,94.4,95.5,35155.44304,21344.68085,17089.15663
3639,1/31/2017 13:30,15.2,82.0,4.921,78.7,79.5,35003.5443,21304.55927,17106.50602
3640,1/31/2017 13:40,15.48,81.1,4.924,97.7,97.6,34815.18987,20976.29179,17123.85542
3641,1/31/2017 13:50,15.81,77.5,4.921,82.8,84.2,34638.98734,20903.34347,17112.28916
3642,1/31/2017 14:00,15.54,80.3,4.918,74.6,76.0,34353.41772,21107.59878,16875.18072
3643,1/31/2017 14:10,14.63,82.3,4.928,122.6,125.6,34231.89873,21191.48936,16782.6506
3644,1/31/2017 14:20,14.77,81.8,4.924,104.5,106.3,34080.0,21180.54711,16776.86747
3645,1/31/2017 14:50,15.59,71.5,4.921,131.8,135.2,33612.1519,20939.81763,16724.81928
3646,1/31/2017 15:00,15.31,70.7,4.919,136.6,139.2,34213.67089,21147.72036,16695.90361
3647,1/31/2017 15:10,15.62,68.72,4.919,130.8,133.8,33952.40506,21111.2462,16638.07229
3648,1/31/2017 15:20,15.75,68.36,4.916,115.5,118.4,33168.60759,20852.27964,16834.6988
3649,1/31/2017 15:40,15.87,67.59,4.917,97.7,99.2,32652.1519,20381.76292,16562.89157
3650,1/31/2017 15:50,15.98,65.35,4.916,87.6,89.8,32731.13924,20316.10942,16476.14458
3651,1/31/2017 16:00,15.78,60.11,4.922,69.0,71.7,32652.1519,20257.75076,16493.49398
3652,1/31/2017 16:10,15.62,60.85,4.919,57.98,60.51,32688.60759,20122.79635,16690.12048
3653,1/31/2017 16:20,15.56,62.85,4.919,58.01,60.92,32579.24051,19798.17629,16817.3494
3654,1/31/2017 16:40,15.73,65.15,4.918,209.7,230.1,32311.89873,19593.92097,16800.0
3655,1/31/2017 17:00,15.55,63.08,4.921,143.8,154.1,32433.41772,19564.74164,17146.98795
3656,1/31/2017 17:10,15.5,62.22,4.916,90.1,94.2,32931.64557,19732.5228,17447.71084
3657,1/31/2017 17:20,15.35,61.18,4.916,52.21,54.52,33672.91139,20286.93009,18083.85542
3658,1/31/2017 17:30,15.42,57.38,4.919,80.7,87.9,34973.16456,20979.93921,19095.90361
3659,1/31/2017 17:40,15.6,57.44,4.916,137.2,155.5,36279.49367,21589.05775,20871.3253
3660,1/31/2017 17:50,15.47,58.51,4.919,81.9,89.6,38485.06329,23044.3769,23092.04819
3661,1/31/2017 18:00,15.19,59.85,4.92,38.57,40.6,41097.72152,24652.88754,24260.24096
3662,1/31/2017 18:10,15.11,60.78,4.915,22.81,24.18,42610.63291,25502.73556,24948.43373
3663,1/31/2017 18:20,15.14,60.68,4.919,11.91,12.34,43291.13924,25491.79331,25706.0241
3664,1/31/2017 18:30,15.09,61.05,4.916,5.036,5.122,43357.97468,25513.67781,25711.80723
3665,1/31/2017 18:40,15.08,61.35,4.92,2.719,2.726,43534.17722,25539.20973,25723.37349
3666,1/31/2017 18:50,15.04,61.68,4.919,1.383,1.383,43254.68354,25575.68389,25659.75904
3667,1/31/2017 19:00,14.89,61.92,4.917,0.373,0.486,43285.06329,25517.32523,25717.59036
3668,1/31/2017 19:10,14.83,61.42,4.923,0.055,0.13,42993.41772,25630.39514,25873.73494
3669,1/31/2017 19:20,14.74,61.18,4.918,0.059,0.134,42963.03797,25407.90274,25856.38554
3670,1/31/2017 19:30,14.66,60.31,4.918,0.059,0.115,42786.83544,25400.6079,25636.62651
3671,1/31/2017 19:40,14.65,58.98,4.921,0.044,0.115,42458.73418,25305.77508,25648.19277
3672,1/31/2017 19:50,14.62,58.21,4.923,0.055,0.119,42574.17722,25367.78116,25653.9759
3673,1/31/2017 20:00,14.63,58.31,4.917,0.073,0.119,42349.36709,25396.96049,25769.63855
3674,1/31/2017 20:10,14.64,57.74,4.921,0.088,0.108,43175.6962,25572.03647,26081.92771
3675,1/31/2017 20:20,14.67,59.55,4.923,0.044,0.137,43430.88608,25462.61398,26209.15663
3676,1/31/2017 20:30,14.66,60.45,4.92,0.037,0.115,43297.21519,25506.38298,26174.45783
3677,1/31/2017 20:40,14.69,61.55,4.924,0.07,0.085,43133.16456,25240.12158,25891.08434
3678,1/31/2017 20:50,14.62,63.12,4.919,0.044,0.122,42756.4557,25400.6079,25896.86747
3679,1/31/2017 21:00,13.8,66.52,4.918,0.077,0.104,42373.67089,25462.61398,25798.55422
3680,1/31/2017 21:10,12.71,69.46,4.922,0.033,0.119,41966.58228,25422.4924,25734.93976
3681,1/31/2017 21:40,12.44,70.3,4.926,0.081,0.122,41030.88608,25221.8845,25434.21687
3682,1/31/2017 21:50,12.2,71.9,4.921,0.062,0.1,40769.62025,24941.03343,25017.83133
3683,1/31/2017 22:00,11.83,74.4,4.917,0.073,0.134,39864.3038,24620.06079,25035.18072
3684,1/31/2017 22:10,11.69,75.2,4.919,0.04,0.13,38880.0,24277.20365,24508.91566
3685,1/31/2017 22:20,11.72,74.8,4.923,0.081,0.108,38278.48101,23934.3465,24173.49398
3686,1/31/2017 22:40,11.94,71.7,4.923,0.073,0.111,37190.88608,23193.92097,23363.85542
3687,1/31/2017 22:50,12.03,71.4,4.92,0.066,0.093,36218.73418,22300.30395,22716.14458
3688,1/31/2017 23:00,12.05,70.5,4.916,0.062,0.156,35228.35443,21658.35866,22051.08434
3689,1/31/2017 23:20,11.67,72.3,4.923,0.073,0.1,33685.06329,20768.38906,20929.15663
3690,1/31/2017 23:40,11.46,71.8,4.922,0.07,0.126,31837.97468,19728.87538,19980.72289
3691,1/31/2017 23:50,11.47,69.63,4.921,0.048,0.152,31084.55696,19225.53191,19477.59036
3692,2/1/2017 0:00,11.57,66.26,4.915,0.059,0.119,29892.20339,18729.48328,18848.80402
3693,2/1/2017 0:10,11.48,66.76,4.922,0.055,0.082,29086.77966,18069.30091,18206.23116
3694,2/1/2017 0:20,11.43,67.62,4.923,0.029,0.126,28244.74576,17354.40729,17801.00503
3695,2/1/2017 0:30,11.42,67.89,4.923,0.029,0.13,27793.22034,17212.15805,17563.65829
3696,2/1/2017 0:40,11.3,68.02,4.921,0.062,0.089,27286.77966,16814.58967,17326.31156
3697,2/1/2017 1:00,11.4,67.89,4.917,0.077,0.111,26469.15254,16030.39514,16620.0603
3698,2/1/2017 1:10,11.61,66.72,4.915,0.04,0.13,25877.28814,15669.30091,16290.09045
3699,2/1/2017 1:20,11.68,63.38,4.923,0.048,0.122,25419.66102,15475.98784,16081.68844
3700,2/1/2017 1:30,11.52,63.99,4.92,0.055,0.104,25059.66102,15122.18845,16006.43216
3701,2/1/2017 1:40,11.46,63.89,4.92,0.07,0.111,24620.33898,14772.03647,15873.28643
3702,2/1/2017 2:00,11.32,63.15,4.916,0.048,0.126,24016.27119,14323.40426,15114.93467
3703,2/1/2017 2:10,11.23,62.45,4.917,0.059,0.193,23528.13559,13925.83587,15004.94472
3704,2/1/2017 2:20,11.09,62.48,4.924,0.07,0.115,23296.27119,14093.61702,14889.16583
3705,2/1/2017 2:30,11.13,61.52,4.922,0.088,0.111,23113.22034,13820.06079,14761.80905
3706,2/1/2017 2:40,11.17,61.62,4.922,0.095,0.145,23107.11864,13655.92705,14536.0402
3707,2/1/2017 2:50,10.77,63.72,4.922,0.062,0.104,23046.10169,13382.37082,14611.29648
3708,2/1/2017 3:00,10.86,63.22,4.917,0.07,0.104,22704.40678,13345.89666,14582.35176
3709,2/1/2017 3:10,11.01,61.21,4.92,0.062,0.1,22631.18644,13568.38906,14593.92965
3710,2/1/2017 3:20,10.94,61.32,4.922,0.073,0.126,22332.20339,13272.94833,14518.67337
3711,2/1/2017 3:30,10.8,61.82,4.92,0.088,0.1,22222.37288,13331.30699,14501.30653
3712,2/1/2017 3:40,10.69,62.08,4.92,0.062,0.111,22143.05085,13200.0,14524.46231
3713,2/1/2017 3:50,10.59,62.18,4.923,0.037,0.174,22124.74576,13232.82675,14541.82915
3714,2/1/2017 4:00,10.61,62.05,4.92,0.029,0.134,22179.66102,13207.29483,14437.62814
3715,2/1/2017 4:10,10.56,62.62,4.923,0.04,0.148,22149.15254,13094.22492,14385.52764
3716,2/1/2017 4:20,10.56,62.68,4.922,0.066,0.082,22179.66102,13083.28267,14402.89447
3717,2/1/2017 4:30,10.67,60.45,4.923,0.059,0.108,22246.77966,13097.87234,14275.53769
3718,2/1/2017 4:40,10.64,59.35,4.921,0.066,0.141,22185.76271,13006.68693,14391.31658
3719,2/1/2017 4:50,10.64,61.25,4.921,0.077,0.1,22338.30508,13090.57751,14431.8392
3720,2/1/2017 5:00,10.53,61.88,4.922,0.062,0.085,22454.23729,13225.53191,14420.26131
3721,2/1/2017 5:10,10.56,61.95,4.925,0.033,0.13,22387.11864,13375.07599,14553.40704
3722,2/1/2017 5:20,10.58,61.32,4.921,0.044,0.134,22356.61017,13561.09422,14536.0402
3723,2/1/2017 5:30,10.56,61.01,4.921,0.07,0.119,22643.38983,13717.93313,14680.76382
3724,2/1/2017 5:40,10.44,61.18,4.923,0.059,0.119,23040.0,13841.94529,14871.79899
3725,2/1/2017 5:50,10.37,60.85,4.918,0.055,0.134,24181.01695,14815.80547,15358.07035
3726,2/1/2017 6:00,10.19,61.62,4.921,0.048,0.178,24534.91525,14750.15198,15132.30151
3727,2/1/2017 6:10,10.11,62.22,4.924,0.095,0.111,24663.05085,14826.74772,15057.04523
3728,2/1/2017 6:20,10.26,61.45,4.921,0.066,0.167,24541.01695,14775.68389,14825.48744
3729,2/1/2017 6:50,10.19,60.22,4.923,0.084,0.078,23131.52542,13736.17021,13829.78894
3730,2/1/2017 7:10,10.14,60.42,4.924,0.081,0.111,20855.59322,13382.37082,11994.69347
3731,2/1/2017 7:20,10.09,60.62,4.918,0.055,0.163,20513.89831,13444.3769,11195.8191
3732,2/1/2017 7:30,10.02,61.12,4.92,0.088,0.096,20648.13559,13167.17325,10842.69347
